,hotal_name,vip_message,hotel_amenities,property_details_highlight,deal,price_promotion,hotel_status,price_actual,unit,review_score_total,review_score,count_reviwer,review_score_meaning,status_available,status_available_text,hotel_latitude,hotel_longitude,neighborhood
653,1715 House & Caff Resort Phuket,,['Pool'],[],,0,INVALID,,per night,5,4.1,13,Very good,FALSE,We are sold out,7.790111,98.330389,
654,Sea Host Inn,,['Pool'],[],,0,INVALID,,per night,5,4.4,10,Excellent,FALSE,We are sold out,7.829905,98.301054,
655,Baan Kamala Fantasea Hotel,,[],[],,0,INVALID,,per night,5,4.3,38,Excellent,FALSE,We are sold out,7.949202,98.28318,
656,Pool Access 89 at Rawai,,['Pool'],[],,0,INVALID,,per night,5,4.7,3,Exceptional,FALSE,We are sold out,7.77765,98.328191,
657,Patong Gallery Hotel,,[],[],,0,INVALID,,per night,5,3.7,17,Good,FALSE,We are sold out,7.901856,98.304742,
658,Karon Beach Pool Villa,,"['Pool', 'Kitchen']",['Entire home'],,0,INVALID,,per night,5,4.4,37,Excellent,FALSE,We are sold out,7.851199,98.298014,
659,Dlux Condominium,,['Pool'],[],,0,INVALID,,per night,5,4.4,20,Excellent,FALSE,We are sold out,7.823042,98.338371,
660,Rome Place Hotel,,[],[],,0,INVALID,,per night,5,3.3,98,,FALSE,We are sold out,7.878907,98.391398,Talat Yai
661,Kamala Resotel,,['Pool'],[],,0,INVALID,,per night,5,4.4,59,Excellent,FALSE,Unavailable,7.950095,98.284775,
662,G1 Serviced Apartment Kamala Beach,,['Pool'],[],,0,INVALID,,per night,5,3.8,81,Good,FALSE,We are sold out,7.949143,98.288751,
663,PL House,,[],[],,0,INVALID,,per night,5,4,22,Very good,FALSE,We are sold out,7.889908,98.296631,
664,The Color Kata,,[],[],,0,INVALID,,per night,5,3.9,65,Good,FALSE,We are sold out,7.821309,98.300896,
665,A&J Boutique Hotel Nanai,,['Pool'],[],,0,INVALID,,per night,5,4.5,2,Wonderful,FALSE,We are sold out,7.886145,98.302515,
666,Babylon Pool Villas,,"['Pool', 'Hot tub']",[],,0,INVALID,,per night,5,4.5,26,Wonderful,FALSE,Unavailable,7.783184,98.318691,
667,The Chambre,,[],[],,0,INVALID,,per night,5,3.9,45,Good,FALSE,We are sold out,7.892528,98.300606,
668,The Unity Patong,,"['Pool', 'Kitchen']",[],,0,INVALID,,per night,5,4.1,26,Very good,FALSE,We are sold out,7.90563,98.302113,
669,Modern Place Patong Beach,,[],[],,0,INVALID,,per night,5,3.6,23,Good,FALSE,We are sold out,7.903665,98.306823,
670,Enjoy Hotel,,[],[],,0,INVALID,,per night,5,3.9,15,Good,FALSE,Unavailable,7.883566,98.296513,
671,Miracle House,,"['Pool', 'Hot tub']",[],,0,INVALID,,per night,5,4.2,30,Very good,FALSE,We are sold out,7.79644,98.328155,
672,OYO 792 Omsaga Phuket Hotel,,[],[],,0,INVALID,,per night,5,4.5,2,Wonderful,FALSE,We are sold out,7.908072,98.400878,
673,Hotel DSure Patong,,['Pool'],[],,0,INVALID,,per night,5,4,13,Very good,FALSE,We are sold out,7.892189,98.301424,
674,Hawaii Patong Hotel,,['Pool'],[],,0,INVALID,,per night,5,3.5,31,Good,FALSE,We are sold out,7.88111,98.293451,
675,Star Hotel Patong,,['Pool'],[],,0,INVALID,,per night,5,3.7,34,Good,FALSE,We are sold out,7.880932,98.293499,
676,Baramee Hip Hotel,,"['Breakfast included', 'Pool']",[],,0,INVALID,,per night,5,3.2,132,,FALSE,We are sold out,7.89417,98.302567,
677,Leisure Place Phuket,,[],[],,0,INVALID,,per night,5,4.3,13,Excellent,FALSE,We are sold out,7.852116,98.347774,
678,Ratana Apart-Hotel at Kamala,,['Pool'],[],,0,INVALID,,per night,5,3.5,143,Good,FALSE,We are sold out,7.95253,98.284742,
679,Islanda Boutique Hotel,,[],[],,0,INVALID,,per night,5,3.5,20,Good,FALSE,We are sold out,7.885187,98.298012,
680,Arya Boutique Room,,[],[],,0,INVALID,,per night,5,3.8,87,Good,FALSE,We are sold out,7.890235,98.30291,
681,Nirvana Inn Patong,,[],[],,0,INVALID,,per night,5,3.9,53,Good,FALSE,We are sold out,7.878811,98.290908,
682,Triple Three Patong,,['Pool'],[],,0,INVALID,,per night,5,3.6,15,Good,FALSE,We are sold out,7.890411,98.302282,
683,Banyan Tree Wellbeing Sanctuary,,"['Breakfast included', 'Pool']",[],,0,INVALID,,per night,5,0,0,,FALSE,We are sold out,8.010317,98.294141,
684,Rawai Grand House,,"['Pool', 'Hot tub']",[],,0,INVALID,,per night,5,3.8,104,Good,FALSE,We are sold out,7.774483,98.323008,
685,Smile House Karon,,[],[],,0,INVALID,,per night,5,3.8,12,Good,FALSE,We are sold out,7.8329,98.296751,
686,Slumber Party Patong,,[],[],,0,INVALID,,per night,5,0,0,,FALSE,We are sold out,7.89741,98.29908,
687,Sawasdee Orange Phuket Guest House,,[],[],,0,INVALID,,per night,5,4.2,10,Very good,FALSE,We are sold out,7.775663,98.325607,
688,Thira Residence Patong,,[],[],,0,INVALID,,per night,5,3.9,24,Good,FALSE,We are sold out,7.884324,98.29599,
689,Your Place Inn,,[],[],,0,INVALID,,per night,5,3.9,23,Good,FALSE,We are sold out,7.849351,98.294794,
690,Phuket Ecozy Hotel,,['Pool'],[],,0,INVALID,,per night,5,3.9,15,Good,FALSE,We are sold out,7.900772,98.365408,
691,Royal Phawadee Village,,['Pool'],[],,0,INVALID,,per night,5,4,124,Very good,FALSE,We are sold out,7.8976,98.298164,
692,Bangtao Tropical Residence Resort & Spa,,['Pool'],[],,0,INVALID,,per night,5,3.8,53,Good,FALSE,We are sold out,7.981945,98.283243,
693,Deva Suites Patong,,[],[],,0,INVALID,,per night,5,3.7,71,Good,FALSE,We are sold out,7.893819,98.302123,
694,Tuana Patong Holiday,,[],[],,0,INVALID,,per night,5,2.9,74,,FALSE,We are sold out,7.888001,98.299839,
695,Naya Bungalow,,['Pool'],[],,0,INVALID,,per night,5,4.5,4,Wonderful,FALSE,We are sold out,7.803437,98.33618,
696,THE NATURAL RESORT,,['Pool'],[],,0,INVALID,,per night,5,3.4,64,,FALSE,We are sold out,7.88287,98.295463,
697,Beachfront Phuket,,['Pool'],[],,0,INVALID,,per night,5,4.7,36,Exceptional,FALSE,We are sold out,7.984053,98.282823,
698,Mai Khao Beach Condotel,,"['Pool', 'Kitchen']",[],,0,INVALID,,per night,5,3.8,9,Good,FALSE,We are sold out,8.120939,98.306198,
699,THE UMBRELLA HOUSE,,['Pool'],[],,0,INVALID,,per night,5,5,10,Exceptional,FALSE,Unavailable,7.948099,98.282597,
700,Patong Marina Hotel,,[],[],,0,INVALID,,per night,5,3.4,83,,FALSE,We are sold out,7.899805,98.297055,
701,Arita House,,[],[],,0,INVALID,,per night,5,4.3,8,Excellent,FALSE,We are sold out,7.896908,98.299619,
702,Phusita House 2,,[],[],,0,INVALID,,per night,5,5,4,Exceptional,FALSE,We are sold out,7.882738,98.295749,
703,Hotel Surf Blue Kata,,[],[],,0,INVALID,,per night,5,3.9,25,Good,FALSE,We are sold out,7.824138,98.297865,
704,Recenta Suite Phuket Suanluang,,['Pool'],[],,0,INVALID,,per night,5,4.1,8,Very good,FALSE,We are sold out,7.870966,98.366508,
705,Cool Sea House,,[],[],,0,INVALID,,per night,5,3.8,29,Good,FALSE,We are sold out,7.885222,98.297532,
706,Anayara Luxury Retreat Panwa Resort,,"['All-inclusive', 'Pool']",[],,0,INVALID,,per night,5,0,0,,FALSE,We are sold out,7.820192,98.384023,
707,The Residence Resort & Spa Retreat,,['Pool'],[],,0,INVALID,,per night,5,4.4,151,Excellent,FALSE,We are sold out,7.987975,98.297406,
708,Siam Palm Residence,,['Pool'],[],,0,INVALID,,per night,5,3.9,37,Good,FALSE,We are sold out,7.884733,98.279062,
709,Goodnice 2 Guesthouse,,[],[],,0,INVALID,,per night,5,4,1,Very good,FALSE,We are sold out,7.88807,98.299863,
710,Oceanstone,,[],[],,0,INVALID,,per night,5,4.2,13,Very good,FALSE,Unavailable,7.996836,98.299685,
711,Phuket Boat Quay,,['Pool'],[],,0,INVALID,,per night,5,4.2,22,Very good,FALSE,We are sold out,7.825542,98.40088,
712,Patong Terrace,,[],[],,0,INVALID,,per night,5,4.4,160,Excellent,FALSE,We are sold out,7.889603,98.295749,
713,Baan S.S. Karon,,[],[],,0,INVALID,,per night,5,3.8,26,Good,FALSE,We are sold out,7.84055,98.301416,
714,APK Resort,,['Pool'],[],,0,INVALID,,per night,5,3,96,,FALSE,We are sold out,7.899858,98.304117,
715,Grand Bleu Ocean View Pool Suite,,"['Pool', 'Hot tub']",[],,0,INVALID,,per night,5,3.3,64,,FALSE,We are sold out,7.928391,98.274902,
716,The Beach Boutique House,,['Pool'],[],,0,INVALID,,per night,5,3.9,155,Good,FALSE,We are sold out,7.824466,98.299894,
717,At We Patong hostel,,[],[],,0,INVALID,,per night,5,4.3,23,Excellent,FALSE,We are sold out,7.912133,98.295609,
718,Inaya Pool Villa Rawai,,"['Pool', 'Kitchen']","['Entire home', '2 bedrooms, 2 bathrooms']",,0,INVALID,,per night,5,5,7,Exceptional,FALSE,We are sold out,7.79745,98.329771,
719,The Regent Phuket Serviced Apartment Kamala Beach,,"['Breakfast included', 'Pool']",[],,0,INVALID,,per night,5,3.9,61,Good,FALSE,Unavailable,7.946272,98.284786,
720,The Happy Elephant Resort,,['Pool'],[],,0,INVALID,,per night,5,3.9,25,Good,FALSE,We are sold out,7.789885,98.326992,
721,Silver Hotel Phuket,,[],[],,0,INVALID,,per night,5,0,0,,FALSE,We are sold out,7.87588,98.390811,Talat Yai
722,Anchan Resort at Bangtao Beach,,['Pool'],[],,0,INVALID,,per night,5,5,1,Exceptional,FALSE,We are sold out,7.985293,98.29421,
723,Surin Sweet Hotel,,['Pool'],[],,0,INVALID,,per night,5,3.6,103,Good,FALSE,We are sold out,7.978573,98.280066,
724,Oceanview Treasure Hotel & Residence,,['Pool'],[],,0,INVALID,,per night,5,3.5,17,Good,FALSE,We are sold out,7.896149,98.308105,
725,Goldsea Beach,,[],[],,0,INVALID,,per night,5,3.6,121,Good,FALSE,We are sold out,7.891226,98.295267,
726,T-House,,[],[],,0,INVALID,,per night,5,4.3,3,Excellent,FALSE,We are sold out,7.87839,98.424415,
727,Patong 7Days Premium Hotel Phuket,,['Pool'],[],,0,INVALID,,per night,5,3.3,7,,FALSE,We are sold out,7.89363,98.30513,
728,La Maison Ya Nui Resort Phuket,,['Pool'],[],,0,INVALID,,per night,5,5,4,Exceptional,FALSE,We are sold out,7.771436,98.310974,
729,Kata Silver Sand Hotel,,['Pool'],[],,0,INVALID,,per night,5,3.4,18,,FALSE,We are sold out,7.820068,98.300383,
730,The Title Condo by TropicLook,,['Pool'],[],,0,INVALID,,per night,5,3.7,13,Good,FALSE,We are sold out,7.771479,98.320578,
731,Lavender Hotel,,[],[],,0,INVALID,,per night,5,3.8,29,Good,FALSE,We are sold out,7.885567,98.297379,
732,Eriksson Guesthouse,,['Pool'],[],,0,INVALID,,per night,5,3.5,21,Good,FALSE,We are sold out,7.892252,98.302859,
733,My Friend's House,,['Pool'],[],,0,INVALID,,per night,5,0,0,,FALSE,We are sold out,7.835542,98.298924,
734,OYO 328 Onion House,,[],[],,0,INVALID,,per night,5,4.2,9,Very good,FALSE,We are sold out,7.827823,98.29987,
735,The Little Moon Residence,,['Pool'],[],,0,INVALID,,per night,5,3.9,44,Good,FALSE,We are sold out,7.878587,98.292018,
736,Supicha pool access hotel,,['Pool'],[],,0,INVALID,,per night,5,5,2,Exceptional,FALSE,We are sold out,7.95618,98.385688,
737,Renoir boutique hotel,,[],[],,0,INVALID,,per night,5,3.9,11,Good,FALSE,We are sold out,7.87866,98.29153,
738,Lars-Lita Residence,,[],[],,0,INVALID,,per night,5,3.6,27,Good,FALSE,We are sold out,7.88304,98.29408,
739,Kata Minta Phuket,,['Pool'],[],,0,INVALID,,per night,5,4,15,Very good,FALSE,We are sold out,7.815607,98.301208,
740,Sea Room's at Patong,,[],[],,0,INVALID,,per night,5,4.3,16,Excellent,FALSE,We are sold out,7.894354,98.295463,
741,Grande Elegance Serviced Apartment,,['Pool'],[],,0,INVALID,,per night,5,3.8,9,Good,FALSE,We are sold out,7.879613,98.292793,
742,Adonis Guest House,,[],[],,0,INVALID,,per night,5,4.4,39,Excellent,FALSE,We are sold out,7.89425,98.299858,
743,The View Phuket,,"['Pool', 'Hot tub', 'Kitchen']",['Entire home'],,0,INVALID,,per night,5,4.3,106,Excellent,FALSE,Unavailable,7.82443,98.303702,
744,4 Houses Boutique Resort Phuket,,['Pool'],[],,0,INVALID,,per night,5,5,1,Exceptional,FALSE,Unavailable,7.831018,98.334393,
745,Chang Club,,[],[],,0,INVALID,,per night,5,3.3,31,,FALSE,We are sold out,7.89235,98.30148,
746,Bamboo Heaven Home,,['Pool'],[],,0,INVALID,,per night,5,4.7,22,Exceptional,FALSE,Unavailable,7.780365,98.323135,
747,Blue Carina Inn 2,,['Pool'],[],,0,INVALID,,per night,5,4.3,3,Excellent,FALSE,We are sold out,7.89778,98.366061,
748,Coral Island Resort,,['Pool'],[],,0,INVALID,,per night,5,3.1,113,,FALSE,We are sold out,7.745262,98.376537,
749,Phuket Muay Thai House,,['Pool'],[],,0,INVALID,,per night,5,4,28,Very good,FALSE,We are sold out,7.853583,98.345565,
750,OYO 345 The Click Guesthouse At Chalong,,[],[],,0,INVALID,,per night,5,5,1,Exceptional,FALSE,We are sold out,7.820199,98.342284,
751,S.B. Living Place,,['Pool'],[],,0,INVALID,,per night,5,3.5,30,Good,FALSE,We are sold out,7.879763,98.379904,Talat Nuea
752,iCheck inn Residences Patong,,['Pool'],[],,0,INVALID,,per night,5,3.7,28,Good,FALSE,We are sold out,7.885631,98.29842,
753,Baan Kawkaew Kata,,['Pool'],[],,0,INVALID,,per night,5,4,2,Very good,FALSE,We are sold out,7.82922,98.30136,
754,Crystal Wild Resort Panwa Phuket,,['Pool'],[],,0,INVALID,,per night,5,3.9,60,Good,FALSE,We are sold out,7.831797,98.379678,
755,AP Grand Residence by Lofty,,"['Pool', 'Kitchen']",['Entire apartment'],,0,INVALID,,per night,5,5,3,Exceptional,FALSE,Unavailable,7.949879,98.294277,
756,Break Point Hotel,,[],[],,0,INVALID,,per night,5,3.8,49,Good,FALSE,We are sold out,7.89199,98.295008,
757,Villa Talaefun,,"['Pool', 'Kitchen']","['Entire home', '6 bedrooms, 6 bathrooms']",,0,INVALID,,per night,5,5,1,Exceptional,FALSE,Unavailable,7.94313,98.2635,
758,THE BASE Height by Favstay,,"['Pool', 'Kitchen']","['Entire apartment', '1 bedroom, 1 bathroom']",,0,INVALID,,per night,5,4.3,17,Excellent,FALSE,We are sold out,7.90119,98.37831,Talat Yai
759,Mï¿½ï¿½nulis Coolly House Pa,,[],[],,0,INVALID,,per night,5,5,2,Exceptional,FALSE,We are sold out,7.894313,98.299901,
760,The Seaton House Phuket,,['Pool'],[],,0,INVALID,,per night,5,5,1,Exceptional,FALSE,We are sold out,7.78731,98.327673,
761,Villa Mika,,"['Pool', 'Kitchen']","['Entire home', '4 bedrooms, 4 bathrooms']",,0,INVALID,,per night,5,5,1,Exceptional,FALSE,Unavailable,7.779258,98.330976,
762,Baan Kata Maytha,,['Pool'],[],,0,INVALID,,per night,5,4.4,67,Excellent,FALSE,We are sold out,7.826926,98.300968,
763,Sanga Villas,,['Pool'],[],,0,INVALID,,per night,5,4.5,2,Wonderful,FALSE,We are sold out,7.80481,98.332446,
764,AZ Hotel Patong Phuket,,['Pool'],[],,0,INVALID,,per night,5,0,0,,FALSE,We are sold out,7.886031,98.298213,
765,Baan Pa-Lad Mansion,,[],[],,0,INVALID,,per night,5,4,1,Very good,FALSE,We are sold out,7.905063,98.404727,
766,Nan inn Bungalow,,[],[],,0,INVALID,,per night,5,4.4,8,Excellent,FALSE,We are sold out,7.833574,98.298425,
767,Patong Palace Hotel,,['Pool'],[],,0,INVALID,,per night,5,4.3,68,Excellent,FALSE,We are sold out,7.901698,98.300696,
768,OYO 1109 Mata Phuket Apartment,,['Pool'],[],,0,INVALID,,per night,5,0,0,,FALSE,We are sold out,7.83121,98.301814,
769,The Trees Club Resort,,['Pool'],[],,0,INVALID,,per night,5,3.5,53,Good,FALSE,We are sold out,7.946859,98.297371,
770,On The Hill Karon Resort,,['Pool'],[],,0,INVALID,,per night,5,5,2,Exceptional,FALSE,We are sold out,7.848754,98.293937,
771,Coco Palace Resort,,"['Breakfast included', 'Pool']",[],,0,INVALID,,per night,5,5,1,Exceptional,FALSE,We are sold out,7.789489,98.30867,
772,SP House Phuket,,['Pool'],[],,0,INVALID,,per night,5,3.4,8,,FALSE,We are sold out,7.827495,98.29574,
773,Grand Supicha City Hotel,,['Pool'],[],,0,INVALID,,per night,5,4.2,6,Very good,FALSE,We are sold out,7.888478,98.396984,Talat Yai
774,I Am Residence,,['Pool'],[],,0,INVALID,,per night,5,3.6,8,Good,FALSE,We are sold out,7.881493,98.299274,
775,Chic Condo Karon,,"['Pool', 'Kitchen']",[],,0,INVALID,,per night,5,4.1,21,Very good,FALSE,Unavailable,7.848268,98.300186,
776,M.U.DEN Patong Phuket Hotel,,[],[],,0,INVALID,,per night,5,3.7,12,Good,FALSE,We are sold out,7.892117,98.301421,
777,Chaiyo Resort,,[],[],,0,INVALID,,per night,5,5,1,Exceptional,FALSE,We are sold out,7.848044,98.371476,
778,Long Beach Hotel Patong,,[],[],,0,INVALID,,per night,5,3.4,77,,FALSE,We are sold out,7.890025,98.294381,
779,Nin Apartments Karon Beach,,['Pool'],[],,0,INVALID,,per night,5,3.3,11,,FALSE,We are sold out,7.84801,98.294108,
780,Villa Tona Phuket,,['Breakfast included'],[],,0,INVALID,,per night,5,4.3,6,Excellent,FALSE,We are sold out,7.829975,98.300986,
781,Vivi Bungalows Resort,,['Pool'],[],,0,INVALID,,per night,5,4.4,5,Excellent,FALSE,We are sold out,7.779172,98.318668,
782,The Room Patong Hotel,,[],[],,0,INVALID,,per night,5,3.5,37,Good,FALSE,We are sold out,7.891699,98.300928,
783,Studio Patong by iCheck inn,,[],[],,0,INVALID,,per night,5,3.2,19,,FALSE,We are sold out,7.90363,98.300782,
784,Eden Resort,,"['Pool', 'Kitchen']",['Entire apartment'],,0,INVALID,,per night,5,4.7,7,Exceptional,FALSE,We are sold out,7.838053,98.299715,
785,Korsiri Villas,,['Pool'],['Entire home'],,0,INVALID,,per night,5,4.7,53,Exceptional,FALSE,We are sold out,7.820681,98.384495,
786,Oceanstone Phuket by Holy Cow 1-BR room,,['Pool'],[],,0,INVALID,,per night,5,0,0,,FALSE,Unavailable,7.996832,98.299638,
787,Villa KAmaly,,"['Pool', 'Kitchen']",['Entire home'],,0,INVALID,,per night,5,5,3,Exceptional,FALSE,Unavailable,7.779353,98.331159,
788,Phumundra Resort,,"['Pool', 'Hot tub']",[],,0,INVALID,,per night,5,4,1,Very good,FALSE,We are sold out,7.94511,98.388072,
789,Oceana Resort Phuket,,['Pool'],[],,0,INVALID,,per night,5,3.6,24,Good,FALSE,We are sold out,7.946631,98.278962,
790,The Sunflower Holiday Hostel,,[],[],,0,INVALID,,per night,5,4.3,3,Excellent,FALSE,We are sold out,8.008602,98.316469,
791,Oceanstone Phuket by Holy Cow 701,,['Pool'],[],,0,INVALID,,per night,5,0,0,,FALSE,We are sold out,7.99675,98.2996,
792,Oceanstone Phuket by Holy Cow 702,,['Pool'],[],,0,INVALID,,per night,5,0,0,,FALSE,We are sold out,7.99682,98.29963,
793,Oceanstone Phuket by Holy Cow 604,,['Pool'],[],,0,INVALID,,per night,5,0,0,,FALSE,We are sold out,7.9968,98.29964,
794,Blu Boat Pool Access Resort,,['Pool'],[],,0,INVALID,,per night,5,0,0,,FALSE,We are sold out,7.838255,98.349296,
795,Kata Blue Sea Resort,,['Pool'],[],,0,INVALID,,per night,5,4,73,Very good,FALSE,We are sold out,7.824731,98.300021,
