,hotal_name,vip_message,hotel_amenities,property_details_highlight,deal,price_promotion,hotel_status,price_actual,unit,review_score_total,review_score,count_reviwer,review_score_meaning,status_available,status_available_text,hotel_latitude,hotel_longitude,neighborhood
0,Crest Resort & Pool Villas,,['Pool'],[],DEAL_GENERIC,"2,773",STANDALONE,"7,414",per night,5,4,232,Very good,TRUE,,7.882227,98.276855,
1,Phuket Airport Hotel,,['Pool'],[],DEAL_GENERIC,"1,955",STANDALONE,"2,443",per night,5,4.5,684,Wonderful,TRUE,,8.101034,98.306597,
2,The Kee Resort & Spa,,['Pool'],[],DEAL_MEMBER,"2,780",STANDALONE,"4,634",per night,5,4.2,998,Very good,TRUE,,7.89496,98.297107,
3,David Residence,,[],[],DEAL_GENERIC,720,STANDALONE,,per night,5,4.2,221,Very good,TRUE,,8.106937,98.308643,
4,Grand Mercure Phuket Patong,,['Pool'],[],,"3,902",STANDALONE,,per night,5,4.4,1000,Excellent,TRUE,,7.888088,98.296374,
5,Centro One Bangla,,"['Breakfast included', 'Pool']",[],DEAL_MEMBER,"1,474",STANDALONE,"2,106",per night,5,0,0,,TRUE,,7.892863,98.298729,
6,Santhiya Koh Yao Yai Resort & Spa,,"['Breakfast included', 'Pool']",[],DEAL_MEMBER,"3,738",STANDALONE,"4,154",per night,5,4.4,999,Excellent,TRUE,,7.982701,98.569182,
7,Phuket Graceland Resort And Spa,,"['Pool', 'Hot tub']",[],DEAL_MEMBER,"3,791",STANDALONE,"6,318",per night,5,3.9,997,Good,TRUE,,7.90306,98.297316,
8,The Pavilions Phuket,VIP Access,['Pool'],[],DEAL_MEMBER,"6,440",STANDALONE,"8,051",per night,5,4.6,287,Wonderful,TRUE,,8.022854,98.301608,
9,Burasari Phuket Resort & Spa,,['Pool'],[],DEAL_GENERIC,"2,783",STANDALONE,"6,287",per night,5,4.4,990,Excellent,TRUE,,7.887941,98.293022,
10,Wyndham Grand Phuket Kalim Bay,,['Pool'],[],,"4,212",STANDALONE,,per night,5,4.4,1000,Excellent,TRUE,,7.923041,98.279191,
11,Dewa Phuket Resort & Villas,,"['Pool', 'Hot tub']",[],DEAL_MEMBER,"2,561",STANDALONE,"3,201",per night,5,4.3,773,Excellent,TRUE,,8.092553,98.299677,
12,"Splash Beach Resort, Mai Khao, Phuket",,['Pool'],[],DEAL_MEMBER,"2,530",STANDALONE,"4,600",per night,5,4.3,474,Excellent,TRUE,,8.117976,98.306651,
13,Diamond Cliff Resort and Spa,,['Pool'],[],DEAL_MEMBER,"4,634",STANDALONE,"8,425",per night,5,4.4,999,Excellent,TRUE,,7.908722,98.296976,
14,Himaphan Boutique Resort,,['Pool'],[],DEAL_MEMBER,"1,769",STANDALONE,,per night,5,4.3,70,Excellent,TRUE,,8.101718,98.303573,
15,Mandarava Resort and Spa Karon Beach,,['Pool'],[],DEAL_GENERIC,"4,494",STANDALONE,,per night,5,4.6,1000,Wonderful,TRUE,,7.855725,98.295273,
16,Naiyang Park Resort,,['Pool'],[],DEAL_MEMBER,"2,199",STANDALONE,"3,791",per night,5,4.4,226,Excellent,TRUE,,8.093406,98.299445,
17,Maya Phuket Airport Hotel,,['Pool'],[],DEAL_GENERIC,"1,104",STANDALONE,"2,410",per night,5,4,264,Very good,TRUE,,8.101397,98.304693,
18,Perennial Resort,,['Pool'],[],DEAL_GENERIC,"1,137",STANDALONE,,per night,5,4.5,422,Wonderful,TRUE,,8.101889,98.303246,
19,"Phuket Marriott Resort and Spa, Nai Yang Beach",,['Pool'],[],DEAL_GENERIC,"6,060",STANDALONE,,per night,5,4.6,581,Wonderful,TRUE,,8.080965,98.288366,
20,Areca Resort & Spa,,['Pool'],[],DEAL_GENERIC,997,STANDALONE,"1,109",per night,5,4,14,Very good,TRUE,,7.899394,98.350844,
21,L'esprit de Naiyang Beach Resort,,['Pool'],[],DEAL_MEMBER,"1,872",STANDALONE,"4,160",per night,5,4.1,417,Very good,TRUE,,8.08336,98.293483,
22,Avista Hideaway Phuket Patong - MGallery,,['Pool'],[],DEAL_MEMBER,"5,738",STANDALONE,"6,375",per night,5,4.4,997,Excellent,TRUE,,7.881091,98.278154,
23,Sawasdee Village,VIP Access,['Pool'],[],DEAL_MEMBER,"3,258",STANDALONE,"5,476",per night,5,4.5,836,Wonderful,TRUE,,7.821427,98.300994,
24,The Village Coconut Island,,['Pool'],[],DEAL_MEMBER,"4,044",STANDALONE,"6,740",per night,5,3.9,375,Good,TRUE,,7.940794,98.423261,
25,The Oceanic Sportel,,[],[],DEAL_GENERIC,"1,295",STANDALONE,"3,454",per night,5,0,0,,TRUE,,7.947671,98.392689,
26,Katathani Phuket Beach Resort,VIP Access,"['Breakfast included', 'Pool', 'Hot tub']",[],DEAL_GENERIC,"6,811",STANDALONE,"9,730",per night,5,4.5,999,Wonderful,TRUE,,7.807329,98.299739,
27,The Racha,VIP Access,"['Breakfast included', 'Pool', 'Hot tub']",[],DEAL_MEMBER,"8,720",STANDALONE,"10,900",per night,5,4.6,372,Wonderful,TRUE,,7.607448,98.368133,
28,Maikhao Palm Beach Resort,,['Pool'],[],DEAL_GENERIC,"2,578",STANDALONE,"7,582",per night,5,4.1,71,Very good,TRUE,,8.128779,98.300838,
29,Thavorn Beach Village Resort & Spa Phuket,,['Pool'],[],DEAL_MEMBER,"4,893",STANDALONE,"9,785",per night,5,4.1,969,Very good,TRUE,,7.92516,98.274169,
30,"Hilton Garden Inn Phuket, Thailand",,['Pool'],[],,"2,720",STANDALONE,,per night,5,4.9,27,Exceptional,TRUE,,7.996511,98.299761,
31,Amari Phuket,VIP Access,['Pool'],[],DEAL_GENERIC,"7,500",STANDALONE,"10,000",per night,5,4.6,1000,Wonderful,TRUE,,7.886429,98.285617,
32,Amatara Welleisure Resort,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"7,035",STANDALONE,"13,027",per night,5,4.6,997,Wonderful,TRUE,,7.809056,98.40763,
33,Sri Panwa Phuket Luxury Pool Villa Hotel,VIP Access,"['Breakfast included', 'Pool', 'Hot tub']",[],DEAL_GENERIC,"10,643",STANDALONE,"16,943",per night,5,4.6,320,Wonderful,TRUE,,7.802017,98.410601,
34,The Nature Phuket,,['Pool'],[],DEAL_GENERIC,"2,814",STANDALONE,"5,628",per night,5,4.4,286,Excellent,TRUE,,7.915099,98.292769,
35,"Holiday Inn Resort Phuket, an IHG Hotel",,['Pool'],[],,"4,140",STANDALONE,,per night,5,4.4,997,Excellent,TRUE,,7.888163,98.293971,
36,My Beach Resort Phuket,VIP Access,['Pool'],[],DEAL_MEMBER,"4,217",STANDALONE,"5,476",per night,5,4.4,119,Excellent,TRUE,,7.815804,98.386358,
37,DoubleTree by Hilton Phuket Banthai Resort,,['Pool'],[],,"3,400",STANDALONE,,per night,5,4.1,997,Very good,TRUE,,7.890788,98.294702,
38,Cape Kudu Hotel,,['Pool'],[],DEAL_GENERIC,"5,607",STANDALONE,"10,195",per night,5,4.6,127,Wonderful,TRUE,,8.11861,98.625177,
39,Patong Resort,,['Pool'],[],DEAL_MEMBER,"2,085",STANDALONE,"3,791",per night,5,4,991,Very good,TRUE,,7.891517,98.2962,
40,Island Escape by Burasari,,['Pool'],[],DEAL_MEMBER,"3,235",STANDALONE,"4,044",per night,5,4.2,15,Very good,TRUE,,7.942871,98.43352,
41,"The Senses Resort & Pool Villas, Phuket",,['Pool'],[],DEAL_GENERIC,"2,175",STANDALONE,,per night,5,4.4,834,Excellent,TRUE,,7.888452,98.304625,
42,"Zenmaya Oceanfront Phuket, Trademark Collection by Wyndham",,['Pool'],[],,"2,211",STANDALONE,,per night,5,4.5,590,Wonderful,TRUE,,7.922953,98.279004,
43,Marina Express - AVIATOR - Phuket Airport,,['Pool'],[],,"1,541",STANDALONE,,per night,5,4.2,568,Very good,TRUE,,8.098498,98.306844,
44,Wyndham Sea Pearl Resort Phuket,,['Pool'],[],DEAL_GENERIC,"2,664",STANDALONE,"6,578",per night,5,4,798,Very good,TRUE,,7.903983,98.313112,
45,The Bell Airport Phuket Hotel,,['Pool'],[],DEAL_MEMBER,"1,516",STANDALONE,,per night,5,4.3,15,Excellent,TRUE,,8.089388,98.306451,
46,The Charm Resort Phuket,,['Pool'],[],DEAL_MEMBER,"2,485",STANDALONE,"4,971",per night,5,4.1,999,Very good,TRUE,,7.904287,98.297231,
47,Dusit Thani Laguna Phuket,VIP Access,['Pool'],[],DEAL_MEMBER,"8,000",STANDALONE,,per night,5,4.3,886,Excellent,TRUE,,8.001583,98.294512,
48,Four Points by Sheraton Phuket Patong Beach Resort,,['Pool'],[],DEAL_GENERIC,"4,200",STANDALONE,,per night,5,4.5,231,Wonderful,TRUE,,7.904425,98.297283,
49,Namaka Resort Kamala,,['Pool'],[],DEAL_GENERIC,"1,743",STANDALONE,"3,142",per night,5,4.2,26,Very good,TRUE,,7.946141,98.26801,
50,"COMO Point Yamu, Phuket",VIP Access,"['Breakfast included', 'Pool']",[],DEAL_MEMBER,"10,480",STANDALONE,,per night,5,4.7,375,Exceptional,TRUE,,7.986154,98.422394,
51,Bandara Phuket Beach Resort,,['Pool'],[],DEAL_MEMBER,"1,775",STANDALONE,"2,649",per night,5,4.2,287,Very good,TRUE,,7.813584,98.390825,
52,"Chanalai Garden Resort, Kata Beach",,['Pool'],[],DEAL_GENERIC,"2,286",STANDALONE,"4,864",per night,5,4.2,998,Very good,TRUE,,7.813317,98.299154,
53,SALA Phuket Mai Khao Beach Resort,,"['Pool', 'Hot tub']",[],DEAL_MEMBER,"7,653",STANDALONE,,per night,5,4.5,376,Wonderful,TRUE,,8.158034,98.296135,
54,Beyond Resort Kata,,['Pool'],[],DEAL_GENERIC,"3,491",STANDALONE,"5,720",per night,5,3.8,750,Good,TRUE,,7.815596,98.300003,
55,Naithonburi Beach Resort,,['Pool'],[],DEAL_GENERIC,"2,696",STANDALONE,"7,002",per night,5,4.3,25,Excellent,TRUE,,8.060668,98.278334,
56,Pullman Phuket Arcadia Naithon Beach,,['Pool'],[],,"6,375",STANDALONE,,per night,5,4.5,778,Wonderful,TRUE,,8.063059,98.278242,
57,Mï¿½ï¿½venpick Myth Hotel Patong Ph,,['Pool'],[],,"4,505",STANDALONE,,per night,5,4.5,228,Wonderful,TRUE,,7.902769,98.301172,
58,Banyan Tree Phuket,VIP Access,['Pool'],[],DEAL_MEMBER,"18,871",STANDALONE,,per night,5,4.6,644,Wonderful,TRUE,,8.011882,98.295719,
59,Cape Panwa Hotel,,['Pool'],[],DEAL_GENERIC,"6,487",STANDALONE,"11,794",per night,5,4.2,272,Very good,TRUE,,7.807412,98.40916,
60,Renaissance Phuket Resort & Spa,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"6,500",STANDALONE,,per night,5,4.6,638,Wonderful,TRUE,,8.15609,98.298031,
61,Centara Villas Phuket,,['Pool'],[],DEAL_MEMBER,"2,354",STANDALONE,"2,819",per night,5,4.2,206,Very good,TRUE,,7.859136,98.287131,
62,The Marina Phuket Hotel,VIP Access,['Pool'],[],DEAL_GENERIC,"1,685",STANDALONE,"2,246",per night,5,4.1,524,Very good,TRUE,,7.899346,98.303595,
63,Le Meridien Phuket Beach Resort,,['Pool'],[],DEAL_GENERIC,"8,800",STANDALONE,,per night,5,4.5,775,Wonderful,TRUE,,7.866302,98.283344,
64,Patong Merlin Hotel,VIP Access,['Pool'],[],DEAL_MEMBER,"3,949",STANDALONE,"5,265",per night,5,4,591,Very good,TRUE,,7.887495,98.291716,
65,"The Westin Siray Bay Resort & Spa, Phuket",,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"6,600",STANDALONE,,per night,5,4.3,685,Excellent,TRUE,,7.872418,98.42934,
66,The Sea Galleri by Katathani,VIP Access,['Pool'],[],DEAL_GENERIC,"2,674",STANDALONE,"3,575",per night,5,4.4,436,Excellent,TRUE,,7.818651,98.310228,
67,Centara Grand Beach Resort Phuket,,['Pool'],[],DEAL_MEMBER,"7,600",STANDALONE,"9,500",per night,5,4.2,752,Very good,TRUE,,7.857531,98.290679,
68,Travelodge Phuket Town,,[],[],DEAL_GENERIC,"1,316",STANDALONE,"1,886",per night,5,0,0,,TRUE,,7.889701,98.363044,
69,Nai Yang Beach Resort & Spa,,['Pool'],[],DEAL_GENERIC,"1,428",STANDALONE,"1,628",per night,5,3.9,701,Good,TRUE,,8.088325,98.297765,
70,Villa Zolitude Resort & Spa,VIP Access,['Pool'],[],DEAL_MEMBER,"5,937",STANDALONE,"21,988",per night,5,4.6,554,Wonderful,TRUE,,7.866544,98.330754,
71,Melia Phuket Mai Khao,,['Pool'],[],,"8,457",STANDALONE,,per night,5,4.7,9,Exceptional,TRUE,,8.148969,98.301004,
72,T-Villa Phuket,,['Pool'],[],DEAL_GENERIC,"1,773",STANDALONE,"4,056",per night,5,4.1,260,Very good,TRUE,,8.092056,98.306689,
73,The Slate,,['Pool'],[],,"13,200",STANDALONE,,per night,5,4.6,996,Wonderful,TRUE,,8.08652,98.29914,
74,Centara Kata Resort Phuket,,"['Pool', 'Hot tub']",[],DEAL_MEMBER,"2,067",STANDALONE,"2,457",per night,5,4.1,152,Very good,TRUE,,7.821966,98.299812,
75,Elixir Koh Yao Yai,VIP Access,"['Breakfast included', 'Pool']",[],DEAL_GENERIC,"3,018",STANDALONE,"6,416",per night,5,4.4,201,Excellent,TRUE,,7.925264,98.57743,
76,Zenseana Resort & Spa,VIP Access,['Pool'],[],DEAL_GENERIC,"1,676",STANDALONE,"7,013",per night,5,4.5,114,Wonderful,TRUE,,7.905155,98.300291,
77,JonoX Phuket Karon Hotel,,['Pool'],[],DEAL_MEMBER,"1,306",STANDALONE,"1,697",per night,5,0,0,,TRUE,,7.850311,98.295053,
78,The Beachfront Hotel Phuket,,['Pool'],[],DEAL_MEMBER,"2,639",STANDALONE,"4,398",per night,5,0,0,,TRUE,,7.80265,98.336371,
79,Ayara Kamala Resort & Spa,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"3,287",STANDALONE,,per night,5,4.3,159,Excellent,TRUE,,7.943309,98.263401,
80,"Duangjitt Resort, Phuket",,"['Breakfast included', 'Pool', 'Hot tub']",[],DEAL_GENERIC,"2,775",STANDALONE,,per night,5,4.1,756,Very good,TRUE,,7.885366,98.291978,
81,Cape Sienna Gourmet Hotel & Villas,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"4,598",STANDALONE,"9,695",per night,5,4.4,997,Excellent,TRUE,,7.949607,98.27396,
82,Proud Phuket,,['Pool'],[],,"1,638",STANDALONE,,per night,5,4.3,154,Excellent,TRUE,,8.093074,98.303207,
83,Ramada Plaza by Wyndham Chao Fah,,['Pool'],[],DEAL_GENERIC,"1,769",STANDALONE,"4,369",per night,5,4.3,7,Excellent,TRUE,,7.869685,98.356942,
84,Baan Laimai Beach Resort & Spa,,['Pool'],[],DEAL_MEMBER,"4,457",STANDALONE,"12,047",per night,5,4,994,Very good,TRUE,,7.889889,98.293135,
85,Paripas Patong Resort,,['Pool'],[],DEAL_GENERIC,"1,509",STANDALONE,"3,803",per night,5,4.1,474,Very good,TRUE,,7.885447,98.293688,
86,IndoChine Resort & Villas,,['Pool'],[],DEAL_GENERIC,"3,141",STANDALONE,,per night,5,4.3,391,Excellent,TRUE,,7.917013,98.2885,
87,Hyatt Regency Phuket Resort,,['Pool'],[],DEAL_GENERIC,"7,000",STANDALONE,,per night,5,4.3,49,Excellent,TRUE,,7.947358,98.270436,
88,Nap Patong,VIP Access,['Pool'],[],DEAL_MEMBER,"2,587",STANDALONE,"5,750",per night,5,4.4,999,Excellent,TRUE,,7.899808,98.29885,
89,"Kamala Beach Resort, A Sunprime Resort - Adults Only",,['Pool'],[],DEAL_MEMBER,"4,650",STANDALONE,,per night,5,4.3,763,Excellent,TRUE,,7.952523,98.284578,
90,The Nai Harn,,['Pool'],[],DEAL_MEMBER,"7,753",STANDALONE,"11,665",per night,5,4.7,365,Exceptional,TRUE,,7.778474,98.30314,
91,Marriott's Phuket Beach Club,,"['Pool', 'Kitchen']","['Entire condo', '2 bedrooms, 2 bathrooms']",,"9,000",STANDALONE,,per night,5,4.7,83,Exceptional,TRUE,,8.166516,98.294776,
92,Pacific Club Resort,VIP Access,"['Pool', 'Hot tub']",[],DEAL_MEMBER,"3,243",STANDALONE,"4,634",per night,5,4.8,443,Exceptional,TRUE,,7.85682,98.295947,
93,Avista Grande Phuket Karon - MGallery,,['Pool'],[],,"5,000",STANDALONE,,per night,5,4.5,341,Wonderful,TRUE,,7.83153,98.296552,
94,Oceanfront Beach Resort,,['Pool'],[],DEAL_MEMBER,"4,413",STANDALONE,"8,172",per night,5,4.1,28,Very good,TRUE,,7.916073,98.291982,
95,Quality Resort and Spa Patong Beach - SHA Certificate,,['Pool'],[],,"1,930",STANDALONE,,per night,5,3.3,112,,TRUE,,7.8968,98.296465,
96,The Royal Paradise Hotel & Spa,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"2,265",STANDALONE,"4,718",per night,5,4,998,Very good,TRUE,,7.895426,98.300205,
97,Homm Bliss Southbeach Patong,,['Pool'],[],DEAL_MEMBER,"2,640",STANDALONE,,per night,5,4,674,Very good,TRUE,,7.886498,98.290407,
98,Deevana Patong Resort & Spa,VIP Access,['Pool'],[],DEAL_GENERIC,"2,211",STANDALONE,"2,949",per night,5,4.2,994,Very good,TRUE,,7.900758,98.302277,
99,Anantara Layan Phuket Resort,VIP Access,['Pool'],['Entire home'],,"15,450",STANDALONE,,per night,5,4.7,382,Exceptional,TRUE,,8.035707,98.284525,
100,The Shore at Katathani,VIP Access,"['Breakfast included', 'Pool']",[],DEAL_GENERIC,"15,922",STANDALONE,"22,746",per night,5,4.8,667,Exceptional,TRUE,,7.803246,98.30004,
101,"Hotel Indigo Phuket Patong, an IHG Hotel",,['Pool'],[],,"3,800",STANDALONE,,per night,5,4.6,297,Wonderful,TRUE,,7.899109,98.299847,
102,"Holiday Inn Express Phuket Patong Beach Central, an IHG Hotel",,"['Breakfast included', 'Pool']",[],,"2,849",STANDALONE,,per night,5,4.3,998,Excellent,TRUE,,7.899836,98.297873,
103,Trisara Villas & Residences Phuket,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"33,147",STANDALONE,,per night,5,4.8,141,Exceptional,TRUE,,8.039165,98.275762,
104,JW Marriott Phuket Resort & Spa,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"13,150",STANDALONE,,per night,5,4.5,743,Wonderful,TRUE,,8.166366,98.295434,
105,Paradise KohYao,,"['Breakfast included', 'Pool']",[],DEAL_MEMBER,"6,280",STANDALONE,"11,215",per night,5,4.3,217,Excellent,TRUE,,8.17561,98.634503,
106,Anantara Vacation Club Mai Khao Phuket,,"['Pool', 'Kitchen']",['Entire home'],DEAL_MEMBER,"8,237",STANDALONE,"11,362",per night,5,4.6,136,Wonderful,TRUE,,8.168938,98.295526,
107,Hotel Clover Patong Phuket,,['Pool'],[],,"3,173",STANDALONE,,per night,5,4.5,653,Wonderful,TRUE,,7.895801,98.29654,
108,Beyond Resort Karon,,['Pool'],[],DEAL_GENERIC,"4,781",STANDALONE,"7,996",per night,5,4.3,665,Excellent,TRUE,,7.829546,98.294997,
109,The Surin Phuket,,['Pool'],[],DEAL_GENERIC,"15,013",STANDALONE,"16,681",per night,5,4.7,364,Exceptional,TRUE,,7.981121,98.277729,
110,Impiana Resort Patong,VIP Access,['Pool'],[],DEAL_MEMBER,"4,864",STANDALONE,"7,391",per night,5,4.2,583,Very good,TRUE,,7.896791,98.296188,
111,Six Senses Yao Noi,,['Pool'],[],DEAL_GENERIC,"34,225",STANDALONE,,per night,5,4.8,122,Exceptional,TRUE,,8.119748,98.623336,
112,SAii Laguna Phuket,,['Pool'],[],DEAL_MEMBER,"8,721",STANDALONE,,per night,5,4.6,1000,Wonderful,TRUE,,7.996264,98.293301,
113,Novotel Phuket Kamala Beach,,['Pool'],[],,"3,995",STANDALONE,,per night,5,4.1,569,Very good,TRUE,,7.963693,98.284454,
114,The Memory at On On Hotel,,[],[],DEAL_GENERIC,"1,511",STANDALONE,"2,620",per night,5,4.5,414,Wonderful,TRUE,,7.883777,98.388468,Old Phuket Town
115,Avani+ Mai Khao Phuket Suites & Villas,VIP Access,"['Breakfast included', 'Pool']",[],,"7,875",STANDALONE,,per night,5,4.4,11,Excellent,TRUE,,8.168851,98.295516,
116,Selina Serenity Rawai Phuket,,['Pool'],[],DEAL_GENERIC,"1,760",STANDALONE,"2,200",per night,5,4.4,471,Excellent,TRUE,,7.800874,98.337098,
117,Thavorn Palm Beach Resort Phuket,VIP Access,['Pool'],[],DEAL_MEMBER,"4,548",STANDALONE,"9,097",per night,5,4,390,Very good,TRUE,,7.83591,98.29888,
118,Destination Resort Phuket Surin Beach,,['Pool'],[],DEAL_MEMBER,"3,000",STANDALONE,"4,000",per night,5,4.1,708,Very good,TRUE,,7.977911,98.280497,
119,Andakira Hotel,,['Pool'],[],DEAL_GENERIC,"1,088",STANDALONE,"3,981",per night,5,3.7,734,Good,TRUE,,7.894208,98.30291,
120,Mom Tri's Villa Royale,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"6,744",STANDALONE,,per night,5,4.7,183,Exceptional,TRUE,,7.810055,98.297653,
121,Radisson Resort and Suites Phuket,,['Pool'],[],DEAL_MEMBER,"2,799",STANDALONE,"3,732",per night,5,4.1,613,Very good,TRUE,,7.961352,98.286497,
122,6th Avenue Surin Beach,,"['Pool', 'Kitchen']",[],DEAL_MEMBER,"2,757",STANDALONE,"5,514",per night,5,4.3,196,Excellent,TRUE,,7.98025,98.283192,
123,Phuket Orchid Resort and Spa,,['Pool'],[],DEAL_GENERIC,"2,320",STANDALONE,"3,639",per night,5,3.7,324,Good,TRUE,,7.8345,98.296863,
124,La Flora Resort Patong,,['Pool'],[],DEAL_GENERIC,"6,740",STANDALONE,"13,479",per night,5,4.4,751,Excellent,TRUE,,7.895372,98.295831,
125,Novotel Phuket City Phokeethra Hotel,,['Pool'],[],,"2,604",STANDALONE,,per night,5,4.4,125,Excellent,TRUE,,7.879304,98.394845,Talat Yai
126,Destination Resorts Phuket Karon Beach,,['Pool'],[],DEAL_MEMBER,"4,259",STANDALONE,"5,678",per night,5,4.2,998,Very good,TRUE,,7.853617,98.292736,
127,The Lantern Resorts Patong,,['Pool'],[],DEAL_GENERIC,"2,064",STANDALONE,"2,949",per night,5,4,713,Very good,TRUE,,7.892463,98.300208,
128,Patong Bay Residence ,,['Pool'],[],DEAL_GENERIC,"1,295",STANDALONE,"1,727",per night,5,4.1,70,Very good,TRUE,,7.903788,98.304323,
129,Rak Elegant Hotel Patong,,"['Pool', 'Hot tub']",[],DEAL_MEMBER,"2,148",STANDALONE,"4,297",per night,5,4.6,12,Wonderful,TRUE,,7.89297,98.304751,
130,Chanalai Romantica Resort Kata Beach - Adults Only,,['Pool'],[],DEAL_GENERIC,"3,230",STANDALONE,"6,667",per night,5,4.2,715,Very good,TRUE,,7.819167,98.300173,
131,The Vijitt Resort Phuket,,"['Breakfast included', 'Pool']",[],DEAL_MEMBER,"7,582",STANDALONE,,per night,5,4.4,575,Excellent,TRUE,,7.792828,98.331654,
132,Angsana Laguna Phuket,,['Pool'],[],DEAL_MEMBER,"7,799",STANDALONE,,per night,5,4.3,717,Excellent,TRUE,,7.98238,98.32314,
133,Paradox Resort Phuket,,['Pool'],[],DEAL_MEMBER,"6,375",STANDALONE,"8,500",per night,5,4.2,996,Very good,TRUE,,7.845987,98.298757,
134,Pullman Phuket Panwa Beach Resort,,['Pool'],[],,"5,440",STANDALONE,,per night,5,4.3,556,Excellent,TRUE,,7.810216,98.40263,
135,Rawai Palm Beach Resort,,['Pool'],[],DEAL_GENERIC,"2,449",STANDALONE,"6,403",per night,5,4.1,422,Very good,TRUE,,7.81595,98.34013,
136,Patong Paragon Resort & Spa,,['Pool'],[],DEAL_MEMBER,"2,574",STANDALONE,"3,342",per night,5,3.7,227,Good,TRUE,,7.906295,98.297892,
137,GLOW Mira Karon Beach,,[],[],DEAL_MEMBER,"2,241",STANDALONE,"3,201",per night,5,5,1,Exceptional,TRUE,,7.850948,98.294386,
138,TreeHouse Villas - Adults Only,,"['Breakfast included', 'Pool']",[],DEAL_MEMBER,"19,210",STANDALONE,"34,303",per night,5,4.7,73,Exceptional,TRUE,,8.176598,98.634552,
139,Seabed Grand Hotel Phuket,,['Pool'],[],DEAL_MEMBER,"1,971",STANDALONE,"4,381",per night,5,0,0,,TRUE,,7.872311,98.367419,
140,Andaman Embrace Patong,,['Pool'],[],DEAL_GENERIC,"2,542",STANDALONE,"5,406",per night,5,3.8,589,Good,TRUE,,7.899411,98.298745,
141,Palmyra Patong Resort,VIP Access,['Pool'],[],DEAL_MEMBER,"2,438",STANDALONE,"4,600",per night,5,4.1,998,Very good,TRUE,,7.89813,98.300973,
142,"InterContinental Phuket Resort, an IHG Hotel",,['Pool'],[],DEAL_GENERIC,"9,975",STANDALONE,,per night,5,4.6,63,Wonderful,TRUE,,7.962378,98.284238,
143,Kudo Hotel,,['Pool'],[],DEAL_MEMBER,"6,862",STANDALONE,"8,074",per night,5,4.4,90,Excellent,TRUE,,7.894952,98.295756,
144,Friendship Beach Resort & Atmanjai Wellness Spa,,['Pool'],[],DEAL_MEMBER,"1,790",STANDALONE,"2,106",per night,5,4.3,143,Excellent,TRUE,,7.79881,98.33672,
145,Panphuree Residence,,['Pool'],[],DEAL_GENERIC,910,STANDALONE,"1,011",per night,5,4,84,Very good,TRUE,,8.101675,98.308525,
146,Aochalong Villa Resort & Spa,,['Pool'],[],DEAL_MEMBER,"1,375",STANDALONE,"2,864",per night,5,4,200,Very good,TRUE,,7.828292,98.348766,
147,The Bloc Hotel,VIP Access,['Pool'],[],DEAL_MEMBER,"3,471",STANDALONE,"8,677",per night,5,4.2,550,Very good,TRUE,,7.895942,98.296358,
148,Happy Place Condo,,"['Pool', 'Kitchen']",[],DEAL_MEMBER,842,STANDALONE,,per night,5,4,10,Very good,TRUE,,8.08654,98.306011,
149,Marriott's Mai Khao Beach - Phuket,,"['Pool', 'Kitchen']",['Entire condo'],DEAL_GENERIC,"5,625",STANDALONE,,per night,5,4.6,146,Wonderful,TRUE,,8.171235,98.296053,
150,Phuket Airport Place,,['Pool'],[],,724,STANDALONE,,per night,5,3.6,123,Good,TRUE,,8.10976,98.309177,
151,MAI HOUSE Patong Hill,,['Pool'],[],DEAL_GENERIC,"1,834",STANDALONE,"3,856",per night,5,4.5,221,Wonderful,TRUE,,7.903268,98.313513,
152,Dinso Resort,,['Pool'],[],,"2,287",STANDALONE,,per night,5,4.3,48,Excellent,TRUE,,7.887988,98.303615,
153,The Naka Phuket,,['Pool'],[],DEAL_GENERIC,"13,473",STANDALONE,,per night,5,4.4,702,Excellent,TRUE,,7.926305,98.267055,
154,Baumanburi,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,946,STANDALONE,"2,278",per night,5,3.6,384,Good,TRUE,,7.886491,98.294292,
155,Le Fay Airport Residence,,[],[],,"1,011",STANDALONE,,per night,5,3.4,52,,TRUE,,8.107192,98.308489,
156,The Casita Phuket (Sha+),,['Pool'],[],DEAL_MEMBER,"1,621",STANDALONE,"2,701",per night,5,0,0,,TRUE,,8.134548,98.315192,
157,Rosewood Phuket,VIP Access,"['Breakfast included', 'Pool']",[],DEAL_MEMBER,"32,000",STANDALONE,,per night,5,4.6,36,Wonderful,TRUE,,7.88519,98.273851,
158,Arinara Beach Resort Phuket,,['Pool'],[],DEAL_GENERIC,"3,791",STANDALONE,"8,425",per night,5,4.2,298,Very good,TRUE,,7.986426,98.290325,
159,Sunwing Bangtao Beach,,['Pool'],[],DEAL_GENERIC,"3,689",STANDALONE,"5,270",per night,5,4.2,577,Very good,TRUE,,7.990054,98.291878,
